user_id,session_id,X,Y,Pressure,Duration,Orientation,Size
user7,7,908,1471,0.93,272.61,90,66.18
user7,7,40,336,0.71,376.99,90,42.49
user7,7,918,1439,0.33,473.0,180,54.02
user7,8,84,206,0.75,368.51,0,51.8
user7,8,911,182,0.61,264.14,270,31.4
user7,8,930,1393,0.91,366.83,180,67.85
user7,8,681,1120,0.45,344.26,0,47.59
user7,8,17,1207,0.42,105.9,180,11.57
user7,8,551,178,0.35,276.41,0,22.56
user7,8,745,83,0.77,106.23,270,11.8
user7,8,536,381,0.11,246.33,270,30.22
user7,8,150,1397,0.1,483.96,90,46.19
user7,8,206,774,0.82,323.56,270,63.35
user7,8,225,1629,0.43,420.41,90,70.57
user7,8,515,1846,0.43,402.91,270,44.61
user7,8,538,647,0.17,356.52,270,30.31
user7,8,1013,904,0.68,100.41,180,68.29
user7,8,643,356,0.36,166.99,270,67.49
user7,8,14,178,0.83,55.51,270,64.45
user7,8,27,696,0.5,307.22,90,19.34
user7,8,629,1795,0.13,68.45,270,56.04
user7,8,316,100,0.8,261.12,270,13.91
user7,8,220,1362,0.24,489.11,270,37.91
user7,9,580,477,0.73,322.44,90,76.35
user7,9,169,1826,0.51,439.13,180,48.62
user7,9,987,1200,0.78,55.76,0,73.99
user7,9,658,1883,0.67,322.14,180,50.49
user7,9,977,1099,0.87,346.7,0,64.73
user7,9,823,62,0.77,343.3,270,74.28
user7,9,975,1451,0.67,367.23,90,23.03
user7,9,374,843,0.37,241.03,0,10.98
user7,9,492,1080,0.92,371.38,0,76.78
user7,9,408,1101,0.82,103.16,180,27.14
user7,9,360,457,0.98,102.89,270,38.88
user7,9,296,1815,0.56,335.05,180,56.31
user7,9,401,826,0.88,190.98,270,35.69
user7,9,803,843,0.62,212.27,90,30.06
user7,9,615,261,0.49,75.08,0,56.56
user7,9,533,1092,0.58,218.08,0,36.84
user7,9,530,742,0.75,359.23,0,26.24
user7,9,657,1905,0.42,158.09,270,72.69
user7,9,438,1361,0.51,393.82,270,77.29
user7,9,641,1285,0.73,191.56,0,44.69
user7,10,369,1575,0.12,407.45,90,27.63
user7,10,657,992,0.15,496.39,270,70.89
user7,10,1077,121,0.92,62.12,90,11.18
user7,10,407,481,0.98,357.21,90,72.83
user7,10,263,249,0.44,220.68,270,64.67
user7,10,4,1646,0.65,239.03,180,75.85
user7,10,818,696,0.59,376.08,90,42.01
user7,10,793,201,0.77,382.0,0,27.15
user7,10,812,37,0.69,155.12,90,28.57
user7,10,854,1898,0.94,165.6,90,74.96
user7,10,971,1015,0.21,76.2,90,26.95
user7,10,548,272,0.58,167.92,180,45.42
user7,10,93,1330,0.49,138.4,90,61.38
user7,10,907,1687,0.95,100.65,270,55.71
user7,10,15,125,0.64,217.97,270,75.38
user7,10,78,1524,0.73,82.21,90,68.28
user7,10,124,617,0.34,393.38,90,73.83
user7,10,675,1148,0.3,493.58,270,38.93
user7,10,842,573,0.88,79.79,180,48.93
user7,10,357,1349,0.19,293.38,180,19.27
user8,1,134,819,0.63,155.57,180,31.49
user8,1,521,459,0.81,199.4,90,77.8
user8,1,613,1518,0.16,365.62,180,72.13
user8,1,227,1850,0.73,352.13,90,63.02
user8,1,1043,423,0.76,365.4,0,28.43
user8,1,952,269,0.89,404.86,90,31.58
user8,1,428,575,0.22,441.52,270,34.67
user8,1,658,1070,0.36,131.65,0,44.35
user8,1,721,1556,0.4,325.44,90,72.42
user8,1,882,1322,0.79,258.37,90,64.72
user8,1,1064,1223,0.1,365.92,180,28.65
user8,1,241,942,0.91,81.18,180,11.28
user8,1,840,743,0.3,306.75,0,72.69
user8,1,352,1110,0.23,83.31,270,51.72
user8,1,758,877,0.86,195.17,180,12.78
user8,1,227,1055,0.27,237.15,0,24.75
user8,1,1,1079,0.44,263.81,270,39.49
user8,1,189,721,0.21,406.93,180,55.87
user8,1,567,1775,0.26,53.46,180,31.83
user8,1,805,913,0.53,419.81,0,29.98
user8,2,685,624,0.73,106.37,180,55.12
user8,2,183,1577,0.23,226.63,0,49.66
user8,2,593,1256,0.24,194.18,180,42.36
user8,2,718,1732,0.27,206.36,90,43.3
user8,2,121,440,0.24,407.7,180,61.92
user8,2,731,940,0.44,129.44,270,63.1
user8,2,187,1546,0.28,232.57,0,23.99
user8,2,958,1182,0.87,57.64,0,19.47
user8,2,150,123,0.67,224.88,180,21.11
user8,2,658,1753,0.77,221.88,0,42.38
user8,2,530,1136,0.92,162.55,0,41.36
user8,2,63,1416,0.52,363.41,270,43.74
user8,2,328,689,0.18,461.65,0,13.89
user8,2,868,506,0.54,59.89,180,73.48
user8,2,762,1500,0.13,497.12,270,31.8
user8,2,563,1645,0.51,348.41,180,26.88
user8,2,474,945,0.71,403.94,180,44.34
user8,2,517,758,0.62,98.9,270,57.24
user8,2,723,487,0.27,68.58,0,52.79
user8,2,319,174,0.79,303.67,270,69.37
user8,3,994,1490,0.32,167.52,0,12.14
user8,3,198,1222,0.83,235.67,180,34.78
user8,3,217,629,0.56,472.76,90,29.57
user8,3,710,1349,0.27,231.07,90,25.51
user8,3,710,472,0.32,440.33,0,17.42
user8,3,693,118,0.1,346.21,180,69.96
user8,3,310,65,0.23,364.19,270,17.51
user8,3,659,899,0.43,69.13,90,28.17
user8,3,961,1608,0.89,55.04,180,58.5
user8,3,176,26,0.69,58.94,180,36.42
user8,3,999,530,0.8,103.86,180,17.41
user8,3,838,846,0.4,219.4,180,14.16
user8,3,664,264,0.29,345.38,180,17.98
user8,3,1020,1214,0.92,322.05,90,35.34
user8,3,300,1094,0.56,181.1,270,30.87
user8,3,343,1479,0.2,348.08,270,27.4
user8,3,436,101,0.68,165.56,270,26.82
user8,3,326,449,0.55,489.4,90,17.64
user8,3,982,272,0.22,450.84,270,72.85
user8,3,865,340,0.64,51.84,180,31.78
user8,4,1056,210,0.59,345.14,0,62.23
user8,4,891,1878,0.4,235.54,270,51.62
user8,4,423,857,0.33,261.9,90,62.61
user8,4,365,1848,0.59,395.52,270,26.59
user8,4,843,1214,0.4,135.85,270,42.57
user8,4,216,1775,0.39,343.92,0,35.03
user8,4,619,1351,0.84,485.62,270,12.78
user8,4,1010,635,0.58,177.08,180,55.06
user8,4,216,169,0.31,452.92,270,76.5
user8,4,678,1841,0.6,301.62,270,41.67
user8,4,230,1491,0.21,185.91,90,56.92
user8,4,576,1075,0.21,131.3,270,24.26
user8,4,607,1039,0.71,276.71,180,74.57
user8,4,1029,1133,0.6,404.36,90,74.7
user8,4,259,1708,0.17,438.85,0,16.5
user8,4,167,1107,0.48,354.28,270,18.48
user8,4,337,1777,0.24,281.93,0,28.28
user8,4,894,1890,0.25,391.87,180,69.26
user8,4,65,578,0.39,171.55,180,13.35
user8,4,67,1138,0.21,403.82,0,20.01
user8,5,29,1444,0.7,150.28,270,14.47
user8,5,400,1687,0.33,337.37,0,67.99
user8,5,934,1395,0.2,486.47,270,14.07
user8,5,255,1126,0.11,210.92,90,35.02
user8,5,620,1446,0.93,217.41,270,58.17
user8,5,834,512,0.48,79.65,0,43.14
user8,5,777,1025,0.6,106.43,90,60.7
user8,5,814,595,0.45,128.87,0,53.65
user8,5,150,1270,0.87,451.29,0,16.44
user8,5,780,1084,0.5,406.36,0,56.54
user8,5,785,1492,0.46,217.98,90,12.22
user8,5,906,1090,0.75,185.53,270,42.39
user8,5,973,1093,0.8,77.23,180,59.38
user8,5,547,1371,0.87,269.47,270,51.95
user8,5,281,629,0.89,470.88,0,74.12
user8,5,412,1692,0.98,220.78,270,72.03
user8,5,257,762,0.48,55.04,0,13.67
user8,5,454,1430,0.94,150.98,90,16.57
user8,5,251,795,0.36,92.63,0,26.49
user8,5,737,220,0.9,192.34,0,79.78
user8,6,1041,779,0.92,380.68,180,78.06
user8,6,232,24,0.78,71.85,180,67.25
user8,6,70,1735,0.96,72.87,270,21.24
user8,6,457,1237,0.74,310.83,180,72.18
user8,6,94,1413,0.71,100.44,180,16.69
user8,6,192,1343,0.39,444.07,270,37.64
user8,6,110,1510,0.38,139.57,90,52.09
user8,6,185,1576,1.0,341.68,0,27.53
user8,6,1064,354,0.15,84.78,0,74.05
user8,6,276,1719,0.54,364.15,270,69.52
user8,6,416,1689,0.49,163.17,180,27.91
user8,6,440,1269,0.11,233.94,90,23.08
user8,6,1032,513,0.62,440.64,0,23.7
user8,6,82,1884,0.47,129.96,180,63.29
user8,6,198,1315,1.0,401.42,0,20.17
user8,6,730,860,0.51,106.99,90,65.16
user8,6,618,642,0.63,285.3,270,15.0
user8,6,143,1830,0.86,495.8,0,39.06
user8,6,864,152,0.76,362.08,0,49.18
user8,6,1079,555,0.2,86.19,0,11.29
user8,7,792,421,0.35,452.85,270,70.7
user8,7,168,1102,0.88,183.92,180,39.83
user8,7,209,116,0.44,87.28,180,10.24
user8,7,1030,954,0.51,73.35,0,29.04
user8,7,89,590,0.87,294.97,90,15.23
user8,7,60,1895,0.49,197.67,0,55.09
user8,7,785,1097,0.58,362.88,0,37.46
user8,7,917,1718,0.14,89.41,90,24.34
user8,7,418,1540,0.86,88.64,90,68.96
user8,7,695,817,0.69,108.39,180,37.68
user8,7,789,32,0.21,189.98,0,25.51
user8,7,1046,1277,0.92,380.07,180,69.05
user8,7,249,1260,0.11,105.97,270,39.64
user8,7,133,1094,0.76,81.58,0,39.14
user8,7,218,696,0.59,333.22,270,76.29
user8,7,280,1660,0.1,61.41,270,41.42
user8,7,407,1584,0.18,190.06,180,64.49
user8,7,249,1061,0.22,148.56,270,57.53
user8,7,819,1484,0.72,194.88,270,73.06
user8,7,203,974,0.56,476.96,270,78.55
user8,8,603,1799,0.18,90.42,90,66.5
user8,8,684,796,0.15,262.52,0,32.03
user8,8,350,1249,0.64,356.68,0,50.35
user8,8,72,517,0.12,457.29,180,32.88
user8,8,937,1018,0.38,167.39,0,27.03
user8,8,958,1239,0.96,317.88,180,17.56
user8,8,1053,1656,0.38,410.53,180,72.01
user8,8,151,1399,0.94,457.26,0,48.58
user8,8,878,1472,0.59,96.92,0,68.06
user8,8,1041,1902,0.38,220.91,0,66.51
user8,8,211,485,0.5,246.52,90,50.75
user8,8,1001,984,0.99,82.2,90,71.22
user8,8,293,1850,0.77,459.52,90,10.64
user8,8,572,1720,0.1,275.7,90,51.92
user8,8,396,1040,0.38,324.75,0,56.06
user8,8,449,543,0.48,209.01,0,66.51
user8,8,504,1011,0.64,389.76,270,38.43
user8,8,286,630,0.79,62.73,0,71.97
user8,8,106,505,0.67,173.47,180,51.82
user8,8,22,1220,0.21,284.21,180,33.06
user8,9,706,627,0.77,125.78,90,58.26
user8,9,458,1507,0.72,396.62,180,79.62
user8,9,473,684,0.42,326.26,90,33.58
user8,9,274,1830,0.37,173.36,90,57.39
user8,9,675,709,0.63,382.07,270,40.79
user8,9,502,1788,0.97,126.76,270,36.99
user8,9,104,233,0.21,325.34,90,51.84
user8,9,758,874,0.12,116.13,270,79.71
user8,9,314,201,0.52,333.41,270,69.24
user8,9,530,1745,0.54,337.12,180,15.03
user8,9,469,1323,0.49,216.89,90,73.5
user8,9,189,1426,0.14,358.25,0,36.95
user8,9,984,986,0.45,155.9,180,61.77
user8,9,522,1125,0.51,418.49,90,74.08
user8,9,362,1797,0.49,307.39,180,58.28
user8,9,823,1571,0.23,386.44,270,67.02
user8,9,944,1220,0.47,211.71,180,21.83
user8,9,1009,436,0.18,320.46,90,77.17
user8,9,954,1896,0.46,363.22,90,12.08
user8,9,762,440,0.9,108.4,180,13.6
user8,10,340,919,0.85,488.65,270,62.75
user8,10,504,1094,0.83,462.96,270,35.04
user8,10,380,1207,0.91,71.17,180,64.87
user8,10,447,1720,0.5,238.41,90,62.96
user8,10,21,1403,0.54,424.73,0,61.24
user8,10,676,1122,0.7,60.57,0,37.72
user8,10,286,1203,0.82,310.02,90,45.96
user8,10,616,189,0.44,452.17,270,24.86
user8,10,395,1274,0.68,320.3,0,42.9
user8,10,840,761,0.27,292.66,90,41.9
user8,10,44,1797,0.55,91.19,0,30.7
user8,10,792,1250,0.98,164.6,270,21.71
user8,10,782,214,0.53,234.56,270,47.06
user8,10,29,1121,0.2,306.71,180,75.28
user8,10,341,167,0.73,247.05,0,30.58
user8,10,38,979,0.18,159.49,0,24.64
user8,10,400,1327,0.18,318.12,270,10.69
user8,10,654,1113,0.69,407.04,90,75.75
user8,10,86,858,0.62,252.69,180,53.43
user8,10,651,1135,0.7,71.26,270,34.59
user9,1,142,953,0.14,140.55,90,30.44
user9,1,162,653,0.15,243.59,0,38.68
user9,1,778,1571,0.15,240.65,90,63.05
user9,1,744,739,0.64,473.28,0,79.9
user9,1,1012,976,0.5,138.35,0,10.91
user9,1,387,1085,0.14,244.22,180,25.76
user9,1,952,1701,0.58,375.74,90,43.55
user9,1,911,786,0.12,145.95,180,39.75
user9,1,871,1230,0.71,136.08,270,51.28
user9,1,929,1914,0.42,479.01,90,16.84
user9,1,565,968,0.21,409.49,0,16.84
user9,1,217,1882,0.51,447.21,180,38.12
user9,1,835,1878,0.12,363.23,270,74.11
user9,1,210,665,0.99,368.61,0,40.07
user9,1,991,87,0.96,278.89,0,45.53
user9,1,225,338,0.53,183.35,90,39.46
user9,1,555,1451,0.48,295.92,0,20.53
user9,1,1068,1223,0.36,223.18,0,74.09
user9,1,241,202,0.57,122.91,0,61.52
user9,1,209,787,0.5,476.23,270,72.35
user9,2,769,962,0.93,304.15,180,67.89
user9,2,385,1435,0.18,497.37,0,21.59
user9,2,389,1225,0.42,117.34,0,31.3
user9,2,234,113,0.15,400.3,270,18.96
user9,2,102,410,0.67,442.99,180,22.34
user9,2,66,402,0.25,457.93,180,28.93
user9,2,1075,425,0.91,298.79,90,75.3
user9,2,675,1888,0.52,312.07,180,26.12
user9,2,376,2,0.35,402.49,0,31.91
user9,2,434,681,0.19,301.95,90,27.14
user9,2,766,427,0.3,162.99,180,45.29
user9,2,563,1125,0.17,291.21,270,65.14
user9,2,850,274,0.98,94.62,90,67.48
user9,2,831,618,0.57,283.59,180,32.77
user9,2,406,1439,0.67,70.14,180,51.22
user9,2,831,1344,0.3,146.02,270,15.73
user9,2,123,1408,0.25,58.63,180,28.64
user9,2,432,490,0.53,65.15,180,27.32
user9,2,874,155,0.23,276.82,90,37.96
user9,2,171,1428,0.85,494.55,270,25.62
user9,3,692,1288,0.91,474.18,90,60.88
user9,3,908,427,0.14,153.93,0,35.38
user9,3,403,959,0.48,72.7,0,74.7
user9,3,241,46,0.21,98.06,180,50.88
user9,3,993,494,0.4,264.66,180,66.93
user9,3,808,1064,0.47,62.81,180,20.47
user9,3,56,5,0.23,390.03,0,36.11
user9,3,161,1320,0.96,448.81,0,69.87
user9,3,545,45,0.24,203.38,270,12.05
user9,3,367,1402,0.91,407.9,90,12.0
user9,3,347,844,0.8,117.07,0,33.52
user9,3,451,542,0.54,92.03,180,64.99
user9,3,285,1908,0.5,50.83,270,67.25
user9,3,470,1399,0.5,392.62,90,14.4
user9,3,437,1274,0.74,67.38,90,18.11
user9,3,505,398,0.81,225.27,90,21.65
user9,3,312,264,0.95,327.08,90,11.85
user9,3,338,1445,0.84,137.68,0,30.46
user9,3,151,1841,0.79,312.65,270,62.87
user9,3,252,998,0.34,458.25,90,24.96
user9,4,733,1663,0.15,173.9,270,74.6
user9,4,295,434,0.28,319.99,270,49.69
user9,4,922,1820,0.3,163.22,180,75.97
user9,4,998,85,0.25,257.27,180,62.01
user9,4,591,130,0.72,263.21,90,40.16
user9,4,198,738,0.24,357.52,270,65.78
user9,4,5,710,0.99,363.66,180,32.5
user9,4,170,1712,0.45,149.25,90,44.59
user9,4,599,1548,0.53,192.44,0,42.18
user9,4,562,417,0.68,396.73,0,78.89
user9,4,407,1300,0.12,138.31,0,10.18
user9,4,529,1919,0.53,227.0,270,35.85
user9,4,930,1772,0.71,471.39,180,41.17
user9,4,5,237,0.96,141.18,270,42.12
user9,4,141,375,0.57,114.84,0,55.0
user9,4,376,39,0.46,403.15,180,48.88
user9,4,235,1913,0.65,163.52,270,54.4
user9,4,666,1765,0.41,162.1,180,39.29
user9,4,174,827,0.39,400.05,0,25.09
user9,4,774,413,0.54,98.11,180,76.01
user9,5,1028,1349,0.73,446.27,180,15.25
user9,5,626,1356,0.65,354.32,0,79.73
user9,5,174,897,0.15,161.11,90,77.45
user9,5,967,1840,0.42,93.51,0,31.45
user9,5,886,845,0.18,293.07,270,30.73
user9,5,812,1184,0.59,467.02,90,12.64
user9,5,1064,185,0.61,215.99,0,25.99
user9,5,698,1424,0.83,176.23,90,10.44
user9,5,620,156,0.21,57.93,180,34.77
user9,5,1051,1686,0.17,416.38,270,38.39
user9,5,601,16,0.34,280.18,180,63.67
user9,5,59,183,0.97,339.46,180,21.69
user9,5,752,1255,0.65,203.63,90,23.69
user9,5,780,1343,0.84,344.94,0,42.37
user9,5,287,1307,0.29,180.05,90,73.8
user9,5,41,1440,0.22,468.48,270,10.71
user9,5,125,471,0.27,251.92,180,72.8
user9,5,587,6,0.97,293.45,270,45.74
user9,5,141,1121,0.49,274.15,90,79.35
user9,5,261,283,0.43,85.25,90,75.45
user9,6,9,1615,0.99,53.0,0,39.0
user9,6,775,1497,0.86,179.21,90,48.07
user9,6,402,938,0.7,402.9,180,11.7
user9,6,316,302,0.68,421.36,270,43.63
user9,6,223,52,0.37,69.57,90,65.36
user9,6,640,210,0.53,433.53,90,41.14
user9,6,11,92,0.99,417.15,0,34.85
user9,6,292,260,0.41,391.55,270,35.07
user9,6,339,1341,1.0,192.57,270,45.62
user9,6,921,1641,0.49,499.13,0,58.7
user9,6,669,1776,0.91,176.17,0,15.38
user9,6,139,1114,0.77,230.94,180,16.29
user9,6,283,365,0.3,379.62,90,25.51
user9,6,994,1032,0.69,437.94,0,37.01
user9,6,914,1548,0.42,145.64,270,70.66
user9,6,871,1221,0.14,175.4,90,22.56
user9,6,527,810,0.36,477.85,0,28.61
user9,6,933,662,0.24,408.78,180,16.86
user9,6,143,1763,0.71,330.39,180,16.88
user9,6,448,1338,0.74,425.96,0,12.76
user9,7,465,1063,0.24,405.61,0,29.14
user9,7,350,1574,0.84,494.7,270,36.16
user9,7,941,204,0.5,452.38,270,10.7
user9,7,1075,1764,0.69,222.07,180,25.35
user9,7,2,1593,0.82,79.75,0,49.47
user9,7,776,1551,0.49,244.19,270,14.78
user9,7,1044,386,0.19,393.92,90,23.36
user9,7,840,686,0.6,286.23,270,32.13
user9,7,313,656,0.17,373.18,270,30.25
user9,7,607,623,0.93,304.9,0,16.8
user9,7,389,1648,0.18,253.53,0,71.48
user9,7,957,516,0.29,93.8,90,29.29
user9,7,973,91,0.46,438.75,0,48.44
user9,7,88,1771,0.24,173.66,270,45.73
user9,7,843,1478,0.76,162.84,270,28.42
user9,7,709,248,0.6,384.09,270,10.1
user9,7,247,318,0.87,204.55,270,77.08
user9,7,562,1367,0.48,302.81,180,55.03
user9,7,585,244,0.13,242.06,180,21.22
user9,7,244,790,0.21,349.6,0,11.43
user9,8,10,822,0.73,287.53,180,29.74
user9,8,592,1273,0.1,167.12,0,16.1
user9,8,1004,610,0.79,51.67,270,25.66
user9,8,814,531,0.46,424.33,180,45.34
user9,8,796,1484,0.64,337.18,90,26.11
user9,8,504,1311,0.63,256.67,270,63.25
user9,8,817,1077,0.49,131.34,0,52.98
user9,8,721,1244,0.79,474.89,180,78.02
user9,8,745,1038,0.36,148.67,90,41.33
user9,8,376,1620,0.47,139.58,90,76.1
user9,8,165,1064,0.84,426.31,0,56.74
user9,8,271,989,0.85,207.79,0,30.76
user9,8,550,598,0.6,73.6,90,64.53
user9,8,66,516,0.64,294.29,270,51.23
user9,8,1039,1610,0.97,388.92,90,22.35
user9,8,135,427,0.71,129.04,90,75.29
user9,8,321,1359,0.26,468.09,270,52.39
user9,8,396,60,0.81,486.63,0,58.92
user9,8,396,803,0.79,134.94,180,66.4
user9,8,601,1876,0.72,79.36,180,12.77
user9,9,897,1031,0.47,490.65,270,76.19
user9,9,524,825,0.25,432.29,90,42.17
user9,9,73,805,0.2,75.68,0,36.39
user9,9,121,1798,0.67,486.02,90,70.07
user9,9,91,1801,0.55,353.36,270,17.99
user9,9,993,1831,0.57,459.46,270,77.71
user9,9,484,655,0.19,308.01,90,51.83
user9,9,200,467,0.52,465.25,0,79.39
user9,9,801,861,0.82,95.36,90,42.16
user9,9,448,68,0.95,381.77,180,19.75
user9,9,96,376,0.85,401.62,180,78.54
user9,9,250,359,0.29,406.22,90,32.54
user9,9,917,1528,0.34,357.08,270,15.34
user9,9,820,459,0.4,427.17,0,13.44
user9,9,684,262,0.37,139.0,180,76.51
user9,9,507,48,0.41,70.01,90,21.6
user9,9,213,1665,0.37,299.5,0,31.16
user9,9,749,1041,0.81,299.18,270,78.59
user9,9,861,1072,0.14,264.88,90,75.02
user9,9,575,544,0.65,203.94,0,67.63
user9,10,379,977,0.23,231.87,270,59.16
user9,10,754,631,0.73,77.26,90,30.3
user9,10,191,751,0.27,145.72,270,16.08
user9,10,242,19,0.84,426.36,180,70.37
user9,10,329,1690,0.91,91.22,270,22.27
user9,10,994,2,0.84,187.45,90,51.78
user9,10,999,297,0.11,61.75,270,13.8
user9,10,1058,29,0.3,297.18,90,18.78
user9,10,181,207,0.72,142.93,0,60.1
user9,10,377,410,0.79,270.66,270,18.41
user9,10,368,1130,0.71,368.88,90,63.26
user9,10,949,105,0.69,271.3,270,69.8
user9,10,210,326,0.19,393.04,180,65.09
user9,10,745,176,1.0,89.81,90,59.84
user9,10,415,343,0.97,485.68,270,73.36
user9,10,577,344,0.93,412.03,270,76.06
user9,10,980,1451,0.35,394.52,0,16.7
user9,10,205,1601,0.87,387.25,90,79.44
user9,10,807,252,0.37,296.55,0,76.08
user9,10,539,724,0.89,60.3,90,35.87
user10,1,793,270,0.14,283.6,90,34.26
user10,1,844,264,0.25,343.99,270,79.43
user10,1,988,288,0.52,63.36,270,40.38
user10,1,587,1841,0.6,369.35,0,71.48
user10,1,506,569,0.31,200.11,0,69.3
user10,1,1050,672,0.74,319.21,270,17.31
user10,1,809,876,0.14,156.2,0,53.1
user10,1,889,1837,0.56,375.11,180,38.75
user10,1,537,1320,0.17,386.38,270,46.55
user10,1,373,612,0.6,317.96,90,74.41
user10,1,538,371,0.21,433.93,180,69.22
user10,1,757,1788,0.75,129.71,90,56.77
user10,1,1013,39,0.33,196.03,0,46.43
user10,1,301,1513,0.39,254.15,180,78.84
user10,1,880,1593,0.49,410.25,0,70.99
user10,1,98,1007,0.14,450.87,270,34.43
user10,1,616,1050,0.68,347.59,0,34.73
user10,1,529,1307,0.89,84.04,90,38.91
user10,1,859,1688,0.8,163.67,90,31.67
user10,1,56,1036,0.72,168.28,270,72.13
user10,2,1046,29,0.43,303.62,90,45.39
user10,2,571,65,0.52,185.45,180,40.24
user10,2,725,776,0.23,57.82,180,37.78
user10,2,970,1205,0.48,469.05,180,59.5
user10,2,933,733,0.52,427.71,90,64.41
user10,2,240,1760,0.31,375.51,0,61.77
user10,2,462,1097,0.47,421.6,180,15.56
user10,2,1033,587,0.79,343.7,180,37.83
user10,2,475,244,0.14,272.64,0,45.7
user10,2,752,1897,0.3,249.54,0,40.21
user10,2,216,1237,0.95,141.28,0,79.41
user10,2,232,1812,0.62,234.57,0,79.76
user10,2,1029,1104,0.42,153.77,180,28.5
user10,2,134,1789,0.56,225.97,270,54.75
user10,2,859,390,0.27,414.52,0,43.05
user10,2,827,265,0.82,366.35,180,45.46
user10,2,927,406,0.51,336.42,270,71.55
user10,2,852,362,0.35,69.23,90,22.28
user10,2,613,915,0.24,266.69,0,58.93
user10,2,957,1733,0.7,311.48,180,40.73
user10,3,308,1543,0.72,212.27,90,66.3
user10,3,761,239,0.81,107.57,270,37.58
user10,3,428,401,0.84,216.65,0,54.13
user10,3,303,151,0.27,414.24,270,59.96
user10,3,740,1126,0.56,155.24,0,73.84
user10,3,1044,248,0.95,476.84,0,34.87
user10,3,535,407,0.22,313.57,0,24.7
user10,3,683,712,0.9,441.88,180,78.31
user10,3,45,395,0.87,221.81,270,58.99
user10,3,673,1750,0.96,378.42,270,19.36
user10,3,169,1731,0.8,442.31,90,63.24
user10,3,173,1908,0.11,66.22,90,43.5
user10,3,718,337,0.6,79.77,0,51.18
user10,3,377,1035,0.47,439.83,270,63.05
user10,3,880,1233,0.17,464.59,270,15.2
user10,3,1051,192,0.98,60.85,0,18.28
user10,3,705,1659,0.56,147.26,90,61.54
user10,3,241,1509,0.59,178.51,90,22.52
user10,3,100,809,0.66,301.1,90,42.32
user10,3,272,881,0.31,481.34,90,11.43
user10,4,386,1484,0.31,254.62,180,32.64
user10,4,239,1436,0.41,334.87,0,69.65
user10,4,364,832,0.17,141.88,270,40.74
user10,4,424,1139,0.49,476.41,0,39.69
user10,4,594,1011,0.94,56.35,180,56.36
user10,4,668,1883,0.66,399.33,180,70.83
user10,4,387,438,0.38,295.17,90,23.36
user10,4,875,1727,0.94,296.24,270,10.32
user10,4,76,586,0.72,196.65,180,42.48
user10,4,328,1666,0.29,93.32,0,16.8
user10,4,418,390,0.72,63.29,270,45.83
user10,4,114,3,0.21,355.25,0,15.9
user10,4,855,699,0.55,153.17,180,55.39
user10,4,1016,817,0.94,70.46,270,64.25
user10,4,278,1146,0.48,91.05,90,70.63
user10,4,892,567,0.53,149.6,0,56.53
user10,4,543,1271,0.66,139.62,180,17.74
user10,4,796,1450,0.6,216.38,180,31.82
user10,4,356,530,0.42,464.62,0,17.91
user10,4,187,1714,0.72,204.96,180,10.48
user10,5,161,801,0.97,492.1,180,39.64
user10,5,878,773,0.35,474.17,90,57.84
user10,5,571,522,0.76,72.96,0,29.28
user10,5,98,472,0.33,269.3,180,39.73
user10,5,386,605,0.52,115.42,180,59.67
user10,5,19,541,0.24,391.66,0,35.29
user10,5,404,977,0.17,178.95,0,39.74
user10,5,378,1905,0.61,70.35,180,66.13
user10,5,481,600,0.61,232.45,180,29.48
user10,5,268,1093,0.34,96.19,90,65.94
user10,5,359,1609,0.62,362.73,180,20.08
user10,5,343,1253,0.69,323.04,180,54.56
user10,5,396,420,0.37,387.03,270,51.89
user10,5,153,260,0.47,427.08,0,32.07
user10,5,638,704,0.49,141.92,90,55.67
user10,5,613,428,0.48,183.16,90,74.37
user10,5,58,1875,0.21,380.01,0,28.44
user10,5,656,836,0.33,136.37,90,20.17
user10,5,461,137,0.34,440.94,180,63.9
user10,5,299,1446,0.33,412.0,180,39.66
user10,6,503,1708,0.82,420.02,90,41.94
user10,6,573,1445,0.88,340.49,90,23.01
user10,6,638,1019,0.44,62.17,270,23.76
user10,6,232,610,0.51,278.62,180,33.8
user10,6,263,364,0.69,313.24,0,24.36
user10,6,504,327,0.65,276.26,90,74.37
user10,6,735,491,0.43,370.82,0,77.19
user10,6,565,1627,0.83,451.62,0,62.77
user10,6,407,1428,0.26,424.49,0,57.12
user10,6,34,1767,0.94,123.99,270,60.66
user10,6,228,975,0.98,214.96,270,38.85
user10,6,563,914,0.83,148.23,0,68.17
user10,6,588,214,0.3,79.43,90,64.25
user10,6,988,564,0.93,75.09,270,45.57
user10,6,1022,1142,0.71,93.74,180,53.14
user10,6,31,357,0.58,178.45,180,20.65
user10,6,451,1238,0.61,218.61,180,25.0
user10,6,356,130,0.66,75.95,180,14.16
user10,6,952,393,0.85,197.86,0,31.74
user10,6,86,522,0.6,276.91,270,14.01
user10,7,878,607,0.44,110.37,270,43.47
user10,7,210,382,0.59,220.85,180,19.08
user10,7,410,3,0.61,218.37,0,58.96
user10,7,411,34,0.73,484.52,0,23.36
user10,7,283,726,0.39,117.36,90,48.39
user10,7,585,1914,0.72,111.11,270,18.13
user10,7,699,1790,0.93,381.3,180,79.53
user10,7,18,1846,0.47,391.2,180,42.99
user10,7,62,1013,0.32,228.79,270,17.8
